Name,Image Link,Movie Watch link,Description,IMDB Ratings,Rotten Tomatoes Ratings,cast,Timeline,Categories,Language
RUN FOR THE HIGH COUNTRY,https://cdn.themovieseries.net/cover/run-for-the-high-country.png,https://vidcloud9.com/streaming.php?id=MjY0OTYy&title=Run+for+the+High+Country&typesub=SUB&sub=&cover=Y292ZXIvcnVuLWZvci10aGUtaGlnaC1jb3VudHJ5LnBuZw==,A seasoned US Marshal is ambushed while tracking a murderous band of outlaws along the southern border of the United States. Left for deadcoma% the Marshal is saved by a lost Navajo boy with ...                    , 4.8/10  (76) ,,cast :,timeline : ,categories :,English
KATIE,https://cdn.themovieseries.net/cover/katie.png,https://vidcloud9.com/streaming.php?id=MjY0NTc5&title=Katie&typesub=SUB&sub=&cover=Y292ZXIva2F0aWUucG5n,Follows Irish champion boxer Katie Taylor as she tries to rekindle her career after a year of setbacks.                    , 7.7/10  (250) , 100%  (7) ,cast :,timeline : ,categories :,English
ALL IN MY FAMILY,https://cdn.themovieseries.net/cover/all-in-my-family.png,https://vidcloud9.com/streaming.php?id=MjY0NTc4&title=All+in+My+Family&typesub=SUB&sub=&cover=Y292ZXIvYWxsLWluLW15LWZhbWlseS5wbmc=,From documentarian Hao Wu comes a heartfelt portrait of how he created a thoroughly modern family in Americacoma% only to face the dilemma of introducing his same-sex partner and their children...                    , 6.8/10  (494) ,,cast :,timeline : ,categories :,English
THE FAR GREEN COUNTRY,https://cdn.themovieseries.net/cover/the-far-green-country.png,https://vidcloud9.com/streaming.php?id=MjY0NTc3&title=The+Far+Green+Country&typesub=SUB&sub=&cover=Y292ZXIvdGhlLWZhci1ncmVlbi1jb3VudHJ5LnBuZw==,A young familycoma% struggling to stay afloat amidst disappointment and heartachecoma% set out on the road in search of the hope of healing as a couplecoma% connecting with their son and pursuing a more whole-hearted pace of life. This real-life tale tells of the comedycoma% the hardshipscoma% and the passion of living intentionally and adventurously in marriage and with children.                    , 5.8/10  (126) ,,cast :,timeline : ,categories :,English
CECIL,https://cdn.themovieseries.net/cover/cecil.png,https://vidcloud9.com/streaming.php?id=MjY0NTc1&title=Cecil&typesub=SUB&sub=&cover=Y292ZXIvY2VjaWwucG5n,Its 1996 and 4th gradercoma% Cecil Stevenscoma% is reminded of his terrible lisp every time he says his name. To avoid social travestycoma% Cecil decides to change his hard to pronounce name to the ...                    , 3.9/10  (132) , 76%  (40) ,cast :,timeline : ,categories :,English
DWB DATING WHILE BLACK,https://cdn.themovieseries.net/cover/dwb-dating-while-black.png,https://vidcloud9.com/streaming.php?id=MjY0NTc0&title=DWB%3A+Dating+While+Black&typesub=SUB&sub=&cover=Y292ZXIvZHdiLWRhdGluZy13aGlsZS1ibGFjay5wbmc=,DWB: Dating While Black is a very honest and comedic look at the dating process of through the eyes of several individuals. Two former co-workerscoma% Eric and Alexcoma% have been recently laid off...                    , 4.3/10  (33) ,,cast :,timeline : ,categories :,English
FAST COLOR ,https://cdn.themovieseries.net/cover/fast-color.png,https://vidcloud9.com/streaming.php?id=MjY0NTI3&title=Fast+Color+&typesub=SUB&sub=L2Zhc3QtY29sb3IvZmFzdC1jb2xvci52dHQ=&cover=Y292ZXIvZmFzdC1jb2xvci5wbmc=,A woman is forced to go on the run when her superhuman abilities are discovered. Years after having abandoned her familycoma% the only place she has left to hide is home.                    , 6/10  (4151) , 81%  (86) ,cast :,timeline : ,categories :,English
THE NIGHTMARE GALLERY,https://cdn.themovieseries.net/cover/the-nightmare-gallery.png,https://vidcloud9.com/streaming.php?id=MjY0NTI2&title=The+Nightmare+Gallery&typesub=SUB&sub=&cover=Y292ZXIvdGhlLW5pZ2h0bWFyZS1nYWxsZXJ5LnBuZw==,An anthropology professors obsession with a paranormal mystery threatens her jobcoma% marriagecoma% and sanity as she fights to find a missing student.                    , 3.8/10  (505) ,,cast :,timeline : ,categories :,English
THE BEST OF ENEMIES ,https://cdn.themovieseries.net/cover/the-best-of-enemies.png,https://vidcloud9.com/streaming.php?id=MjU1ODYx&title=The+Best+of+Enemies+&typesub=SUB&sub=&cover=Y292ZXIvdGhlLWJlc3Qtb2YtZW5lbWllcy5wbmc=,Civil rights activist Ann Atwater faces off against C.P. Elliscoma% Exalted Cyclops of the Ku Klux Klancoma% in 1971 Durhamcoma% North Carolina over the issue of school integration.                    , 7.1/10  (8340) , 53%  (77) ,cast :,timeline : ,categories :,English
THE NIGHT SITTER ,https://cdn.themovieseries.net/cover/the-night-sitter.png,https://vidcloud9.com/streaming.php?id=MjMxMjQ1&title=The+Night+Sitter+&typesub=SUB&sub=&cover=Y292ZXIvdGhlLW5pZ2h0LXNpdHRlci5wbmc=,One thief. Two kids. Three witches. No mercy.                    , 4.8/10  (739) , 78%  (9) ,cast :,timeline : ,categories :,English
RED JOAN ,https://cdn.themovieseries.net/cover/red-joan.png,https://vidcloud9.com/streaming.php?id=MjU0NTIz&title=Red+Joan+&typesub=SUB&sub=&cover=Y292ZXIvcmVkLWpvYW4ucG5n,The story of Joan Stanleycoma% who was exposed as the KGBs longest-serving British spy.                    , 6.3/10  (8776) , 30%  (149) ,cast :,timeline : ,categories :,English
YOU CANT WATCH THIS,https://cdn.themovieseries.net/cover/you-cant-watch-this.png,https://vidcloud9.com/streaming.php?id=MjY0MzY2&title=You+Can%27t+Watch+This&typesub=SUB&sub=&cover=Y292ZXIveW91LWNhbnQtd2F0Y2gtdGhpcy5wbmc=,You Cant Watch This follows the lives of five high profile conservatives and political dissidents banished from the online world. After introducing each charactercoma% the movie recounts how ...                    , 3.9/10  (269) , 89%  (442) ,cast :,timeline : ,categories :,English
DARK FIGURE OF CRIME ,https://cdn.themovieseries.net/cover/dark-figure-of-crime.png,https://vidcloud9.com/streaming.php?id=MjY0MzY1&title=Dark+Figure+of+Crime+&typesub=SUB&sub=&cover=Y292ZXIvZGFyay1maWd1cmUtb2YtY3JpbWUucG5n,A criminal thriller about the fierce psychological confrontation between a detective and a killer who confessed to multiple murders.                    , 6.6/10  (1492) , 80%  (5) ,cast :,timeline : ,categories :,English
PICTURE PERFECT MYSTERIES NEWLYWED AND DEAD ,https://cdn.themovieseries.net/cover/picture-perfect-mysteries-newlywed-and-dead.png,https://vidcloud9.com/streaming.php?id=MjY0MzY0&title=Picture+Perfect+Mysteries%3A+Newlywed+and+Dead+&typesub=SUB&sub=&cover=Y292ZXIvcGljdHVyZS1wZXJmZWN0LW15c3Rlcmllcy1uZXdseXdlZC1hbmQtZGVhZC5wbmc=,Alexas character owns a photo studio where she creates the most beautiful portraits for engagementscoma% business ownerscoma% real estate brokerscoma% etc. in a formal studio setting. In addition to ...                    , 6.5/10  (464) ,,cast :,timeline : ,categories :,English
15 MINUTES OF WAR ,https://cdn.themovieseries.net/cover/15-minutes-of-war.png,https://vidcloud9.com/streaming.php?id=MjY0MzYz&title=15+Minutes+of+War+&typesub=SUB&sub=LzE1LW1pbnV0ZXMtb2Ytd2FyLzE1LW1pbnV0ZXMtb2Ytd2FyLnZ0dA==&cover=Y292ZXIvMTUtbWludXRlcy1vZi13YXIucG5n,In February 1976 in Djibouticoma% a school bus was taken hostage at the Somali border. The GIGN is sent on the spotcoma% after 30 hours of tension a rescue operation is organized.                    , 6.3/10  (1944) , 43%  (7) ,cast :,timeline : ,categories :,English
GAME CHANGERS INSIDE THE VIDEO GAME WARS,https://cdn.themovieseries.net/cover/game-changers-inside-the-video-game-wars.png,https://vidcloud9.com/streaming.php?id=MjY0MzYy&title=Game+Changers%3A+Inside+the+Video+Game+Wars&typesub=SUB&sub=&cover=Y292ZXIvZ2FtZS1jaGFuZ2Vycy1pbnNpZGUtdGhlLXZpZGVvLWdhbWUtd2Fycy5wbmc=,This is the untold story of the personal battles that gave rise to the multi-billion dollar video game industry. Brought to life by Academy Award® winning director Daniel Jungecoma% this ...                    , 7.5/10  (152) ,,cast :,timeline : ,categories :,English
THE CURSED ,https://cdn.themovieseries.net/cover/the-cursed.png,https://vidcloud9.com/streaming.php?id=MjY0MzYx&title=The+Cursed+&typesub=SUB&sub=L3RoZS1jdXJzZWQvdGhlLWN1cnNlZC52dHQ=&cover=Y292ZXIvdGhlLWN1cnNlZC5wbmc=,Surgeon Jiaer "Liu Xinyou" grew up in an orphanage. He received a lawyers letter and knew that there was another "Bao Qijing" living in Malaysia. The deceased who left the family left the ...                    , 5.8/10  (19437) , 95%  (20) ,cast :,timeline : ,categories :,English
MOBILE SUIT GUNDAM NARRATIVE ,https://cdn.themovieseries.net/cover/mobile-suit-gundam-narrative.png,https://vidcloud9.com/streaming.php?id=MjY0MzYw&title=Mobile+Suit+Gundam+Narrative+&typesub=SUB&sub=L21vYmlsZS1zdWl0LWd1bmRhbS1uYXJyYXRpdmUvbW9iaWxlLXN1aXQtZ3VuZGFtLW5hcnJhdGl2ZS52dHQ=&cover=Y292ZXIvbW9iaWxlLXN1aXQtZ3VuZGFtLW5hcnJhdGl2ZS5wbmc=,One year has passed since the events of Mobile Suit Gundam Unicorn and the Laplaces Box was opened. Following the conflict called the "Laplace Incident"coma% the Neo Zeon remnant force known ...                    , 6/10  (221) ,,cast :,timeline : ,categories :,English
ZILLA AND ZOE,https://cdn.themovieseries.net/cover/zilla-and-zoe.png,https://vidcloud9.com/streaming.php?id=MjY0MDk2&title=Zilla+and+Zoe&typesub=SUB&sub=&cover=Y292ZXIvemlsbGEtYW5kLXpvZS5wbmc=,To win the contest of her dreamscoma% Zoe will have to turn her sisters wedding into a horror film.                    , 4.7/10  (134) ,,cast :,timeline : ,categories :,English
FUBAR,https://cdn.themovieseries.net/cover/fubar.png,https://vidcloud9.com/streaming.php?id=MjY0MDk1&title=Fubar&typesub=SUB&sub=&cover=Y292ZXIvZnViYXIucG5n,When a hopeless stag party goes on a mock zombie survival weekendcoma% an unfortunate turn of events leave them fighting for their lives.                    , 7/10  (3966) , 58%  (12) ,cast :,timeline : ,categories :,English
A HAUNTING AT SILVER FALLS 2,https://cdn.themovieseries.net/cover/a-haunting-at-silver-falls-2.png,https://vidcloud9.com/streaming.php?id=MjY0MDk0&title=A+Haunting+at+Silver+Falls+2&typesub=SUB&sub=&cover=Y292ZXIvYS1oYXVudGluZy1hdC1zaWx2ZXItZmFsbHMtMi5wbmc=,Several years after a deadly struggle with her serial killer auntcoma% Jordan works to escape her troubled history. But when her aunts revenge-seeking specter surfaces to join forces with a ..                    , 3.2/10  (245) ,,cast :,timeline : ,categories :,English
GOALIE ,https://cdn.themovieseries.net/cover/goalie.png,https://vidcloud9.com/streaming.php?id=MjY0MDkz&title=Goalie+&typesub=SUB&sub=&cover=Y292ZXIvZ29hbGllLnBuZw==,Biopic of the life of legendary NHL goaltender Terry Sawchuk.                    , 6/10  (181) , 10%  (10) ,cast :,timeline : ,categories :,English
LOVE TAKE TWO,https://cdn.themovieseries.net/cover/love-take-two.png,https://vidcloud9.com/streaming.php?id=MjY0MDky&title=Love%2C+Take+Two&typesub=SUB&sub=&cover=Y292ZXIvbG92ZS10YWtlLXR3by5wbmc=,Reality TV show runnercoma% Lilycoma% heads to her small College town to film her latest show. She soon finds that one contestant is her ex-boyfriendcoma% Scott. Even if he's supposed to be married on televisioncoma% they can't deny their chemistry.                    , 6/10  (399) ,,cast :,timeline : ,categories :,English
THE 3RD EYE 2 ,https://cdn.themovieseries.net/cover/the-3rd-eye-2.png,https://vidcloud9.com/streaming.php?id=MjYzNDk2&title=The+3rd+Eye+2+&typesub=SUB&sub=L3RoZS0zcmQtZXllLTIvdGhlLTNyZC1leWUtMi52dHQ=&cover=Y292ZXIvdGhlLTNyZC1leWUtMi5wbmc=,Alia is now working and living at an orphanagecoma% where she meets a girl who also possesses inner eyes like her.                    , 5.5/10  (392) ,,cast :,timeline : ,categories :,English
WEDDING MARCH 5 MY BOYFRIENDS BACK,https://cdn.themovieseries.net/cover/wedding-march-5-my-boyfriends-back.png,https://vidcloud9.com/streaming.php?id=MjYzNDc0&title=Wedding+March+5%3A+My+Boyfriend%27s+Back&typesub=SUB&sub=&cover=Y292ZXIvd2VkZGluZy1tYXJjaC01LW15LWJveWZyaWVuZHMtYmFjay5wbmc=,Annalise starts her own wedding planning company. Everything hangs on the first wedding. Her ex pops up as best man. Problems?                    , 6.4/10  (373) ,,cast :,timeline : ,categories :,English
CLINTON ROAD ,https://cdn.themovieseries.net/cover/clinton-road.png,https://vidcloud9.com/streaming.php?id=MjYzNDcz&title=Clinton+Road+&typesub=SUB&sub=&cover=Y292ZXIvY2xpbnRvbi1yb2FkLnBuZw==,A widowed firefighter seeks closure after his wife goes missing on an actual haunted road in rural New Jersey but must unlock the roads secret if he wants to get out alive.                    , 5.4/10  (835) ,,cast :,timeline : ,categories :,English
AFTER THE STORM 2019,https://cdn.themovieseries.net/cover/after-the-storm-2019.png,https://vidcloud9.com/streaming.php?id=MjYzMzYy&title=After+the+Storm+%282019%29&typesub=SUB&sub=&cover=Y292ZXIvYWZ0ZXItdGhlLXN0b3JtLTIwMTkucG5n,Lauren wants to rebuild her communitycoma% including her family homecoma% in the aftermath of a devastatingly disastrous storm.                    , 5.5/10  (230) , 96%  (137) ,cast :,timeline : ,categories :,English
IN FULL BLOOM,https://cdn.themovieseries.net/cover/in-full-bloom.png,https://vidcloud9.com/streaming.php?id=MjYzMzYx&title=In+Full+Bloom&typesub=SUB&sub=&cover=Y292ZXIvaW4tZnVsbC1ibG9vbS5wbmc=,
, 6.8/10  (906) ,,cast :,timeline : ,categories :,English
BOUND BY MOVEMENT,https://cdn.themovieseries.net/cover/bound-by-movement.png,https://vidcloud9.com/streaming.php?id=MjYzMzYw&title=Bound+By+Movement&typesub=SUB&sub=&cover=Y292ZXIvYm91bmQtYnktbW92ZW1lbnQucG5n,Go where only those with enough guts and dedication can reach. Join the worlds best parkour athletes as they travel to the edge of possibility on a behind the scenes journey risking their lives to create a film about doing what they love.                    , 5.9/10  (41) , 88%  (43) ,cast :,timeline : ,categories :,English
PLAYING HARD,https://cdn.themovieseries.net/cover/playing-hard.png,https://vidcloud9.com/streaming.php?id=MjYzMzU5&title=Playing+Hard&typesub=SUB&sub=&cover=Y292ZXIvcGxheWluZy1oYXJkLnBuZw==,The human tale behind the creation of a blockbuster game.                    , 6.1/10  (406) ,,cast :,timeline : ,categories :,English
OWNED A TALE OF TWO AMERICAS,https://cdn.themovieseries.net/cover/owned-a-tale-of-two-americas.png,https://vidcloud9.com/streaming.php?id=MjYzMzQ2&title=Owned%2C+A+Tale+of+Two+Americas&typesub=SUB&sub=&cover=Y292ZXIvb3duZWQtYS10YWxlLW9mLXR3by1hbWVyaWNhcy5wbmc=,Owned is a fever dream vision into the dark history behind the US housing economy. Tracking its overtly racist beginnings to its unbridled commoditizationcoma% the doc exposes a foundational story few Americans understand as their own.                    , 5.4/10  (321) ,,cast :,timeline : ,categories :,English
SAY MY NAME,https://cdn.themovieseries.net/cover/say-my-name.png,https://vidcloud9.com/streaming.php?id=MjYzMzQ1&title=Say+My+Name&typesub=SUB&sub=&cover=Y292ZXIvc2F5LW15LW5hbWUucG5n,Mary and Stattons one-night stand at a hotel gets interrupted by a robberycoma% and the complete strangers are forced to help each other navigate the seedy underbelly of a sleepy Welsh island in order to get back their stolen property.                    , 5.6/10  (240) ,,cast :,timeline : ,categories :,English
THE OUTSIDER 2019,https://cdn.themovieseries.net/cover/the-outsider-2019.png,https://vidcloud9.com/streaming.php?id=MjYzMjAz&title=The+Outsider+%282019%29&typesub=SUB&sub=&cover=Y292ZXIvdGhlLW91dHNpZGVyLTIwMTkucG5n,In search of a better lifecoma% a railroad worker (Foo) finds himself on the wrong side of a group of corrupt lawmen. As the Marshal (Adkins) attempts to control his towncoma% tragedy strikes forcing him to decide between justice and family.                    , 5.2/10  (1202) , 47%  (17) ,cast :,timeline : ,categories :,English
VAULT,https://cdn.themovieseries.net/cover/vault.png,https://vidcloud9.com/streaming.php?id=MjYzMTM1&title=Vault&typesub=SUB&sub=&cover=Y292ZXIvdmF1bHQucG5n,Vault tells a story about a group of small time criminals in 1975 who attempt to pull off the biggest heist in American history; stealing over $30 million from the Mafia in the smallest state in the unioncoma% Rhode Island.                    , 5.5/10  (1730) , 25%  (28) ,cast :,timeline : ,categories :,English
DEEP MURDER,https://cdn.themovieseries.net/cover/deep-murder.png,https://vidcloud9.com/streaming.php?id=MjYzMTM0&title=Deep+Murder&typesub=SUB&sub=&cover=Y292ZXIvZGVlcC1tdXJkZXIucG5n,
, 4.2/10  (512) ,,cast :,timeline : ,categories :,English
PLUS ONE ,https://cdn.themovieseries.net/cover/plus-one.png,https://vidcloud9.com/streaming.php?id=MjYzMTMy&title=Plus+One+&typesub=SUB&sub=&cover=Y292ZXIvcGx1cy1vbmUucG5n,In order to survive a summer of wedding fevercoma% longtime single friendscoma% Ben and Alicecoma% agree to be each other's plus one at every wedding they've been invited to.                    , 6.6/10  (7293) , 89%  (63) ,cast :,timeline : ,categories :,English
MY FIRST CLIENT ,https://cdn.themovieseries.net/cover/my-first-client.png,https://vidcloud9.com/streaming.php?id=MjYzMTA4&title=My+First+Client+&typesub=SUB&sub=L215LWZpcnN0LWNsaWVudC9teS1maXJzdC1jbGllbnQudnR0&cover=Y292ZXIvbXktZmlyc3QtY2xpZW50LnBuZw==,A rookie lawyer blinded by successcoma% meets a 10 year old girl as his first clientcoma% who insists she killed her younger brother.                    , 7.2/10  (242) ,,cast :,timeline : ,categories :,English
ROLLING THUNDER REVUE A BOB DYLAN STORY BY MARTIN SCORSESE,https://cdn.themovieseries.net/cover/rolling-thunder-revue-a-bob-dylan-story-by-martin-scorsese.png,https://vidcloud9.com/streaming.php?id=MjYzMDk1&title=Rolling+Thunder+Revue%3A+A+Bob+Dylan+Story+by+Martin+Scorsese&typesub=SUB&sub=&cover=Y292ZXIvcm9sbGluZy10aHVuZGVyLXJldnVlLWEtYm9iLWR5bGFuLXN0b3J5LWJ5LW1hcnRpbi1zY29yc2VzZS5wbmc=,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese captures the troubled spirit of America in 1975 and the joyous music that Dylan performed during the fall of that year. Part ...                    , 7.6/10  (4950) , 92%  (88) ,cast :,timeline : ,categories :,English
SHADOWS IN MIND,https://cdn.themovieseries.net/cover/shadows-in-mind.png,https://vidcloud9.com/streaming.php?id=MjYzMDk0&title=Shadows+in+Mind&typesub=SUB&sub=&cover=Y292ZXIvc2hhZG93cy1pbi1taW5kLnBuZw==,A race-against-time thriller that highlights the potentially darkest sides of the social media phenomenon. Jaded by the job of managing an LGBT crisis linecoma% Simon (Corey Jackson) finds that...                    , 5.3/10  (255) , 94%  (100) ,cast :,timeline : ,categories :,English
END TRIP,https://cdn.themovieseries.net/cover/end-trip.png,https://vidcloud9.com/streaming.php?id=MjYzMDkx&title=End+Trip&typesub=SUB&sub=&cover=Y292ZXIvZW5kLXRyaXAucG5n,On a calm night in an average city a hardworking URYDE drivercoma% Brandoncoma% picks up just another farecoma% Judd. Using interactions that blur the lines between the technological world and the ...                    , 6/10  (738) ,,cast :,timeline : ,categories :,English
RAY  LIZ,https://cdn.themovieseries.net/cover/ray-liz.png,https://vidcloud9.com/streaming.php?id=MjYzMDg5&title=Ray+%26+Liz&typesub=SUB&sub=&cover=Y292ZXIvcmF5LWxpei5wbmc=,Photographer Richard Billingham returns to the squalid council flat outside of Birmingham where he and his brother were raisedcoma% in a confrontation and reconciliation with parents Ray and Liz.                    , 6.7/10  (1222) , 96%  (69) ,cast :,timeline : ,categories :,English
LOSS PREVENTION,https://cdn.themovieseries.net/cover/loss-prevention.png,https://vidcloud9.com/streaming.php?id=MjYzMDc5&title=Loss+Prevention&typesub=SUB&sub=L2xvc3MtcHJldmVudGlvbi9sb3NzLXByZXZlbnRpb24udnR0&cover=Y292ZXIvbG9zcy1wcmV2ZW50aW9uLnBuZw==,When an old-school bar owner and his unruly daughter get caught up in a cat-and-mouse game of corporate espionagecoma% it will take brainscoma% brawn and help from the lesser of two evils to make it out alive.                    , 4.5/10  (82) ,,cast :,timeline : ,categories :,English
PETRA,https://cdn.themovieseries.net/cover/petra.png,https://vidcloud9.com/streaming.php?id=MjYzMDAy&title=Petra&typesub=SUB&sub=&cover=Y292ZXIvcGV0cmEucG5n,The identity of Petras father has been hidden from her all her life. When her mother diescoma% Petra embarks on a quest which leads to Jaumecoma% a celebrated artist and a powerfulcoma% ruthless man. ...                    , 6.7/10  (850) , 94%  (18) ,cast :,timeline : ,categories :,English
 THE RUSSIAN FIVE,https://cdn.themovieseries.net/cover/the-russian-five.png,https://vidcloud9.com/streaming.php?id=MjYzMDAx&title=+The+Russian+Five&typesub=SUB&sub=&cover=Y292ZXIvdGhlLXJ1c3NpYW4tZml2ZS5wbmc=,In the late 1980scoma% the Detroit Red Wings worked to finally break their decades long Stanley Cup drought by extracting players from the Soviet Unioncoma% and in the processcoma% changed the way North American hockey is played.                    , 8.2/10  (828) , 100%  (14) ,cast :,timeline : ,categories :,English
T-34,https://cdn.themovieseries.net/cover/t-34.png,https://vidcloud9.com/streaming.php?id=MjYyOTky&title=T-34&typesub=SUB&sub=L3QtMzQvdC0zNC52dHQ=&cover=Y292ZXIvdC0zNC5wbmc=,In 1944coma% a courageous group of Russian soldiers managed to escape from German captivity in a half-destroyed legendary T-34 tank. Those were the times of unforgettable braverycoma% fierce fightingcoma% unbreakable lovecoma% and legendary miracles.                    , 6.6/10  (8130) ,,cast :,timeline : ,categories :,English
FLESH BLANKET,https://cdn.themovieseries.net/cover/flesh-blanket.png,https://vidcloud9.com/streaming.php?id=MjYyOTYy&title=Flesh+Blanket&typesub=SUB&sub=&cover=Y292ZXIvZmxlc2gtYmxhbmtldC5wbmc=,A selfish filmmaker fails at creating the cutting edge freedom of speech documentary he had envisioned and inadvertently unleashes holy hell from a 500 pound comedian on the verge of a ...                    , 2.6/10  (102) ,,cast :,timeline : ,categories :,English
HALLOWED GROUND,https://cdn.themovieseries.net/cover/hallowed-ground.png,https://vidcloud9.com/streaming.php?id=MjYyOTA2&title=Hallowed+Ground&typesub=SUB&sub=&cover=Y292ZXIvaGFsbG93ZWQtZ3JvdW5kLnBuZw==,A married couplecoma% trying to rebuild their relationship after an affaircoma% travels to a secluded cabin and stumbles into a blood feud between the Native American owners of the property and the...                    , 4.6/10  (540) , 29%  (594) ,cast :,timeline : ,categories :,English
