Name,Image Link,Movie Watch link,Description,IMDB Ratings,Rotten Tomatoes Ratings,cast,Timeline,Categories,Language
THREE WISHES HD-720P,https://cdn.themovieseries.net/cover/three-wishes.png,https://vidcloud9.com/streaming.php?id=NzUwMDU=&title=Three+Wishes+HD-720p&typesub=SUB&sub=L3RocmVlLXdpc2hlcy1oZC03MjBwL3RocmVlLXdpc2hlcy1oZC03MjBwLnZ0dA==&cover=Y292ZXIvdGhyZWUtd2lzaGVzLnBuZw==,Jack McCloud meets with a car accident and his leg is broken by Jane Holman. So that he and his dog Betty Jane is invited to live in her house until his leg is healed. He must face the ups and downs in new lifecoma% but he can find himself loved by the entire family.                    , 6.1/10  (2753) , 13%  (15) ,cast :,timeline : ,categories :,English
TICKS HD-720P,https://cdn.themovieseries.net/cover/ticks.png,https://vidcloud9.com/streaming.php?id=NzUwMDQ=&title=Ticks+HD-720p&typesub=SUB&sub=&cover=Y292ZXIvdGlja3MucG5n,A group of troubled teens take part in wilderness project with their leader Holly and Charles. They attempt to adapt to the wild lifecoma% but they are attacked suddenly by dangerous ticks. How do they face with deadly creatures?                    , 5.5/10  (3955) ,,cast :,timeline : ,categories :,English
TIGHTROPE HD-720P,https://cdn.themovieseries.net/cover/tightrope.png,https://vidcloud9.com/streaming.php?id=NzQ5NTk=&title=Tightrope+HD-720p&typesub=SUB&sub=L3RpZ2h0cm9wZS1oZC03MjBwL3RpZ2h0cm9wZS1oZC03MjBwLnZ0dA==&cover=Y292ZXIvdGlnaHRyb3BlLnBuZw==,The film follows New Orleans is a excellent detective determines to find out a serial killer of prostitutes. Everything becomes difficutl and complex when one of his two daughter is kidnapped by the murderer.                    , 6.3/10  (15500) , 85%  (13) ,cast :,timeline : ,categories :,English
TO GILLIAN ON HER 37TH BIRTHDAY HD-720P,https://cdn.themovieseries.net/cover/to-gillian-on-her-37th-birthday.png,https://vidcloud9.com/streaming.php?id=NzQ5MzU=&title=To+Gillian+on+Her+37th+Birthday+HD-720p&typesub=SUB&sub=L3RvLWdpbGxpYW4tb24taGVyLTM3dGgtYmlydGhkYXktaGQtNzIwcC90by1naWxsaWFuLW9uLWhlci0zN3RoLWJpcnRoZGF5LWhkLTcyMHAudnR0&cover=Y292ZXIvdG8tZ2lsbGlhbi1vbi1oZXItMzd0aC1iaXJ0aGRheS5wbmc=,David seems to be desperate because of the death of his beloved wife two year ago. He is stuck in terrible circumstance when he can not accept the truth. Howevercoma% One day he must change to save himself and his daughter.                    , 5.7/10  (4574) , 14%  (28) ,cast :,timeline : ,categories :,English
TOOLBOX MURDERS SD,https://cdn.themovieseries.net/cover/toolbox-murders.png,https://vidcloud9.com/streaming.php?id=NzQ5MzQ=&title=Toolbox+Murders+SD&typesub=SUB&sub=&cover=Y292ZXIvdG9vbGJveC1tdXJkZXJzLnBuZw==,Steve and Nell are a young couple struggle for their life in Los Angeles. They hire a flat in a building managed by a bad man Byron McLieb. One daycoma% the number of young women murdered violently increases quickly in her building and she uncovers secrets involved to the building manager and her fellow tenants.                    , 5.3/10  (7692) ,,cast :,timeline : ,categories :,English
TOOLBOX MURDERS 2 COFFIN BABY HD-720P,https://cdn.themovieseries.net/cover/toolbox-murders-2-coffin-baby.png,https://vidcloud9.com/streaming.php?id=NzQ5MjI=&title=Toolbox+Murders+2+%28Coffin+Baby%29+HD-720p&typesub=SUB&sub=&cover=Y292ZXIvdG9vbGJveC1tdXJkZXJzLTItY29mZmluLWJhYnkucG5n,The story takes place on a film set in underworld in Los Angeles. After a big argumentcoma% the killers determine a new victim: Samantha. She wakes up in terrible house and is forced to undergo unspeakable torment.                    , 3.1/10  (852) ,,cast :,timeline : ,categories :,English
ZOMBIE HIGH HD-720P,https://cdn.themovieseries.net/cover/zombie-high.png,https://vidcloud9.com/streaming.php?id=NzQ5MTY=&title=Zombie+High+HD-720p&typesub=SUB&sub=&cover=Y292ZXIvem9tYmllLWhpZ2gucG5n,Andrea spend many time for her new environment at her new boarding school. One daycoma% she uncovers the unwontedness of students preyed upon by a special group. She tries to find the way to avoid the wrong and save other students.                    , 4.2/10  (951) ,,cast :,timeline : ,categories :,English
DIRTY OLD WEDGE HD-720P,https://cdn.themovieseries.net/cover/dirty-old-wedge.png,https://vidcloud9.com/streaming.php?id=NzQ5MTU=&title=Dirty+Old+Wedge+HD-720p&typesub=SUB&sub=L2RpcnR5LW9sZC13ZWRnZS1oZC03MjBwL2RpcnR5LW9sZC13ZWRnZS1oZC03MjBwLnZ0dA==&cover=Y292ZXIvZGlydHktb2xkLXdlZGdlLnBuZw==,The film tells the history of The Wedge is in Newport Beachcoma% California is well-known for artificial wave. Wedge waves are as powerful as any on Earth which attracts many brave people to try challenges with great wave.                    , 7.8/10  (18) ,,cast :,timeline : ,categories :,English
DISORIENTATION HD-720P,https://cache.cdnfile.info/images/2150ffc8f68c782498e50a813f860937/0_cover.jpg,https://vidcloud9.com/streaming.php?id=NzQ5MDg=&title=DisOrientation+HD-720p&typesub=SUB&sub=&cover=Y292ZXIvZGlzb3JpZW50YXRpb24ucG5n,The film centers on two young students whose characters are absolutely different from each other . One daycoma% they team up together to find the way to fight against some guys who think they control the entire school.                    ,,,cast :,timeline : ,categories :,English
FLYING TIGERS HD-720P,https://cdn.themovieseries.net/cover/flying-tigers.png,https://vidcloud9.com/streaming.php?id=NzQ4OTA=&title=Flying+Tigers+HD-720p&typesub=SUB&sub=L2ZseWluZy10aWdlcnMtaGQtNzIwcC9mbHlpbmctdGlnZXJzLWhkLTcyMHAudnR0&cover=Y292ZXIvZmx5aW5nLXRpZ2Vycy5wbmc=,The Flying Tigers are a team of American volunteer pilot fight against the Japanese in China. John Wayne is a leader and has to deal with many difficult especially his inferior has a conspiracy to win the heart of his girlfriend.                    , 6.8/10  (3457) , 67%  (9) ,cast :,timeline : ,categories :,English
GLEASON HD-720P,https://cdn.themovieseries.net/cover/gleason.png,https://vidcloud9.com/streaming.php?id=NzQ4ODc=&title=Gleason+HD-720p&typesub=SUB&sub=L2dsZWFzb24taGQtNzIwcC9nbGVhc29uLWhkLTcyMHAudnR0&cover=Y292ZXIvZ2xlYXNvbi5wbmc=,The meaning documentary tells a story about the life of Steve Gleason is a former football player. After he knows that he gets ALS diseasecoma% he starts to make a special video for his familycoma% friends and courages the ALS patient.                    , 8.4/10  (2512) , 96%  (69) ,cast :,timeline : ,categories :,English
HEARTS AND MINDS HD-720P,https://cdn.themovieseries.net/cover/hearts-and-minds.png,https://vidcloud9.com/streaming.php?id=NzQ4ODY=&title=Hearts+and+Minds+HD-720p&typesub=SUB&sub=L2hlYXJ0cy1hbmQtbWluZHMtaGQtNzIwcC9oZWFydHMtYW5kLW1pbmRzLWhkLTcyMHAudnR0&cover=Y292ZXIvaGVhcnRzLWFuZC1taW5kcy5wbmc=,Peter Davisi's documentary is produced in 1974. It is about the view of opponents of the Vietnam War. He constructs a clear picture of the disastrous effects of war in history.                    , 8.2/10  (5225) , 90%  (40) ,cast :,timeline : ,categories :,English
HOBSONS CHOICE HD-720P,https://cdn.themovieseries.net/cover/hobsons-choice.png,https://vidcloud9.com/streaming.php?id=NzQ4ODU=&title=Hobson%27s+Choice+HD-720p&typesub=SUB&sub=L2hvYnNvbnMtY2hvaWNlLWhkLTcyMHAvaG9ic29ucy1jaG9pY2UtaGQtNzIwcC52dHQ=&cover=Y292ZXIvaG9ic29ucy1jaG9pY2UucG5n,Henry Hobson is a famous bootmaker and is widower of three daughters: Maggiecoma% Alice and Vicky. He has extraordinary attitudes about the tradition marriage so who wants to get married with one of his daughter must passes many challenges to persuade him.                    , 7.6/10  (6359) , 90%  (21) ,cast :,timeline : ,categories :,English
HUMPBACK WHALES HD-720P,https://cdn.themovieseries.net/cover/humpback-whales.png,https://vidcloud9.com/streaming.php?id=NzQ4ODQ=&title=Humpback+Whales+HD-720p&typesub=SUB&sub=L2h1bXBiYWNrLXdoYWxlcy1oZC03MjBwL2h1bXBiYWNrLXdoYWxlcy1oZC03MjBwLnZ0dA==&cover=Y292ZXIvaHVtcGJhY2std2hhbGVzLnBuZw==,The story takes place on a film set in Alaskacoma% Hawaii and the remote islands of Tonga where humpback whales live. It is an interesting adventure through ocean and these whales must face the challenges for survival.                    , 7.1/10  (379) , 100%  (10) ,cast :,timeline : ,categories :,English
